roop,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s136,s137,s138,s139,s140,s141,s142,s143,s144,s145,s146,s147,s148,s149,s150,s151,s152,s153,s154,s155,s156,s157,s158,s159,s160,s161,s162,s163,s164,s165,s166,s167,s168,s169,s170,s171,s172,s173,s174,s175,s176,s177,s178,s179,s180,s181,s182,s183,s184,s185,s186,s187,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200
11,0.397027175,0.696655412,0.939163778,0.235372109,0.94142217,0.160468993,0.824075148,0.338526189,0.06229895,0.574865318,0.616281209,0.194361985,0.417978767,0.85004106,0.833420825,0.458775406,0.489921226,0.067224605,0.286602453,0.096422888,0.55087402,0.008117075,0.877566701,0.714239048,0.929836764,0.107346825,0.504462341,0.800689187,0.967852485,0.686452521,0.744588453,0.329745067,0.902747171,0.022175841,0.282703243,0.633239629,0.73465648,0.1734993,0.072925165,0.520062293,0.198095365,0.165727553,0.753843554,0.212342065,0.992961529,0.29292544,0.982598276,0.049828131,0.840683467,0.010794724,0.227886996,0.643543688,0.130019467,0.958673334,0.081857486,0.149749267,0.15005114,0.975451232,0.231388872,0.240536063,0.382889044,0.305735023,0.400465221,0.035028748,0.996448543,0.139046749,0.258027722,0.118367639,0.720052625,0.883386516,0.756936731,0.370632924,0.811673271,0.0777986,0.207434259,0.027095138,0.974781134,0.050290435,0.058809005,0.947964584,0.98575686,0.954809442,0.885204878,0.544339242,0.472572311,0.437634049,0.104624611,0.347265769,0.586911956,0.919292672,0.275962772,0.694402068,0.873036354,0.907526944,0.960393059,0.343576599,0.041393927,0.816750695,0.111903743,0.77276848,0.4629421,0.897719269,0.622886692,0.859358106,0.92338762,0.122951066,0.891800426,0.181190629,0.185818217,0.411421024,0.737315747,0.862132477,0.837409774,0.931750369,0.867047103,0.557146135,0.790134838,0.82836874,0.46655571,0.392556116,0.787394318,0.716581474,0.783566991,0.796777268,0.248375581,0.747299581,0.809198447,0.674609952,0.913092253,0.269237432,0.762002502,0.67759773,0.539802583,0.628303223,0.769030556,0.596721793,0.250982367,0.613551237,0.000699033,0.443344633,0.847615633,0.602965569,0.660194717,0.321153791,0.534337399,0.701346837,0.654184425,0.72729062,0.353336318,0.016109518,0.683155012,0.777041052,0.657975123,0.66614605,0.59436842,0.637895298,0.319759379,0.086522103,0.034602182,0.583066806,0.420230316,0.705521984,0.560787526,0.511446609,0.387125122,0.158028369,0.218219537,0.548393651,0.483695335,0.331200126,0.60882118,0.649345874,0.426768872,0.56658172,0.092278113,0.432405404,0.577968784,0.494958413,0.498925434,0.506499202,0.528678783,0.177969293,0.141417073,0.519284092,0.377684537,0.476142864,0.314073254,0.451652566,0.359435107,0.448629974,0.408324047,0.12722809,0.262163969,0.36889696,0.360388849,0.300036727,0.222665425,0.202685134,0.299898887,0.272602023
12,0.595212409,0.077721396,0.427780639,0.186007835,0.535428668,0.631103119,0.281928064,0.916558535,0.97242627,0.923262963,0.382826862,0.795492795,0.138749638,0.652967392,0.71770564,0.87417648,0.51455197,0.034975785,0.347220379,0.250772138,0.421646347,0.295832582,0.131533033,0.436259813,0.883470976,0.792704069,0.544650564,0.103976046,0.356473329,0.722342859,0.242317976,0.115426876,0.869296311,0.783073345,0.516211575,0.489760191,0.95315527,0.601275578,0.041959142,0.816166273,0.895286076,0.852250245,0.803942619,0.006641888,0.937249908,0.002316426,0.965192634,0.264083513,0.768667234,0.010304525,0.184906281,0.066385494,0.14210219,0.774177873,0.093003327,0.697667914,0.990580656,0.670809921,0.039742788,0.105436274,0.565869409,0.124267571,0.015892574,0.622189229,0.051126721,0.169375893,0.160186515,0.655800322,0.586861014,0.07407059,0.311993116,0.401284947,0.576493987,0.842260385,0.354479563,0.064303241,0.028105624,0.055802727,0.196283444,0.129851892,0.097955876,0.022766424,0.205059758,0.344864596,0.411513077,0.21245678,0.232814672,0.046602959,0.267840231,0.491879045,0.082706254,0.113271425,0.983544281,0.153772115,0.216373445,0.957519625,0.203829322,0.085320251,0.900085305,0.941262522,0.825964782,0.848770186,0.170712377,0.145830696,0.497562366,0.292146096,0.91319856,0.237369584,0.690484785,0.175316001,0.159561475,0.964176921,0.190132887,0.925221447,0.32344416,0.440788608,0.227099235,0.639349416,0.8318926,0.300132666,0.249260546,0.55802565,0.270367176,0.395340996,0.316971668,0.32817702,0.7461153,0.761443162,0.706089134,0.614645184,0.366953854,0.306724768,0.338640294,0.285969303,0.757065993,0.378967022,0.25719298,0.703828895,0.986890908,0.387537318,0.223557603,0.275199642,0.41893042,0.857800292,0.505513237,0.374722351,0.644401474,0.465109284,0.609409731,0.996434893,0.408289021,0.364611007,0.434952197,0.476492976,0.333546021,0.551089246,0.574570288,0.62652132,0.686992942,0.584800445,0.451062223,0.736941627,0.520456003,0.675311387,0.877914722,0.805939831,0.947595794,0.39360165,0.500813262,0.447868428,0.530814252,0.464910691,0.893023926,0.814582942,0.456865615,0.741953563,0.548224921,0.472428247,0.667635727,0.862236552,0.712052124,0.64943449,0.616737413,0.561202957,0.906119161,0.484514024,0.680876102,0.52917897,0.779776372,0.592777477,0.976493227,0.664692277,0.728808093,0.835085374,0.93058048,0.752207199,0.886126389,0.734797393,0.785581226,0.823491278
12,0.412467626,0.148214758,0.05784513,0.966422573,0.853242364,0.80073539,0.139169814,0.361410896,0.715227981,0.246260263,0.624984842,0.478352846,0.075996131,0.554120185,0.538172364,0.029066187,0.935235819,0.040478163,0.584330623,0.342916957,0.684386768,0.493162853,0.736437496,0.203306624,0.629474514,0.176800064,0.510308412,0.471828953,0.928954773,0.856679643,0.753865601,0.645358012,0.976439547,0.43270429,0.421264163,0.982145524,0.973945846,0.337729588,0.313961985,0.922781965,0.915155047,0.865785461,0.822878347,0.995833589,0.844273191,0.913581548,0.780256605,0.032543914,0.883953102,0.188772047,0.766052629,0.258887811,0.425840575,0.672965433,0.373733046,0.903692421,0.409324878,0.961296879,0.455583155,0.809229319,0.951769965,0.309442802,0.111457693,0.90981515,0.534869203,0.035074196,0.696816178,0.8379658,0.847839891,0.720660278,0.988753181,0.239244319,0.778636422,0.52575812,0.731275048,0.943532948,0.665304029,0.600020954,0.127442065,0.594346839,0.015609814,0.799841875,0.328335316,0.024769115,0.955260023,0.651605341,0.991176335,0.862779732,0.93052453,0.877091585,0.088144284,0.892326411,0.555918347,0.948603344,0.197072093,0.678980175,0.895679142,0.158976337,0.742197297,0.613000768,0.615575587,0.687053114,0.831905443,0.1925032,0.785600714,0.172169454,0.546897753,0.811903674,0.773403292,0.26460847,0.508029685,0.495713041,0.571289227,0.436016008,0.106103593,0.826047077,0.391447384,0.727169132,0.757196235,0.791371279,0.269710168,0.706552647,0.694772127,0.888765565,0.251882899,0.872737736,0.575668861,0.746903369,0.702280243,0.661136263,0.815164672,0.320328219,0.65763161,0.608164688,0.504384262,0.152359892,0.542866846,0.631765783,0.210827906,0.560788842,0.482811495,0.444185551,0.764196281,0.446266594,0.003224023,0.294211755,0.595498931,0.712375635,0.519165972,0.281655434,0.054592713,0.463285925,0.123267864,0.067108684,0.397807384,0.469553183,0.588156848,0.131516253,0.488545657,0.401135454,0.644020013,0.375818969,0.637712068,0.418200401,0.384633163,0.369884397,0.334777882,0.355698014,0.565223828,0.523526155,0.351840365,0.453279196,0.286962773,0.297604274,0.385923197,0.301746163,0.093070964,0.317088473,0.349607286,0.224170145,0.243917096,0.279903022,0.063883119,0.160393132,0.167207344,0.217056813,0.083839569,0.270719977,0.23086144,0.229809924,0.103017316,0.206445138,0.182096244,0.007226999,0.046065239,0.014627872,0.098551693,0.118746966,0.074178183,0.142081724
13,0.737741927,0.206103936,0.427587329,0.117741801,0.094179438,0.706436303,0.629530272,0.81206527,0.388191562,0.034320269,0.778734226,0.332049194,0.906071434,0.233046096,0.838327039,0.363083004,0.305057282,0.259025831,0.452289055,0.910580859,0.480736264,0.671515875,0.543025451,0.407491738,0.955422267,0.617436409,0.376924931,0.519922125,0.873749314,0.548682878,0.578572677,0.715069936,0.653025246,0.52176843,0.986016083,0.552095961,0.052639784,0.236440078,0.421557182,0.621341914,0.888535052,0.299529693,0.646441414,0.025398602,0.185394176,0.288419216,0.478145792,0.941372581,0.800498645,0.851627334,0.071857718,0.122576815,0.004477669,0.047895869,0.058390065,0.931935932,0.15643014,0.679617767,0.419419453,0.125427862,0.938975123,0.084258999,0.71290714,0.201035357,0.164555902,0.769735554,0.433127071,0.605399868,0.041124403,0.368789767,0.015843749,0.754517232,0.502060494,0.146819021,0.964689476,0.007028635,0.143139612,0.967352671,0.996850221,0.897585243,0.78351009,0.068618957,0.991028912,0.903178316,0.950090651,0.828058595,0.224650447,0.823836137,0.924859273,0.060447145,0.694543345,0.722331425,0.774143243,0.213758902,0.077613811,0.840901558,0.831084167,0.290704448,0.787812093,0.818803512,0.284493639,0.010529514,0.560539513,0.915653117,0.397002629,0.84592834,0.154878998,0.856369877,0.448551483,0.354298553,0.035547476,0.762274368,0.879110461,0.506081632,0.461095213,0.249252956,0.112213447,0.131565542,0.178349009,0.975769055,0.974476125,0.109854038,0.797978139,0.981024075,0.865245623,0.94500054,0.5285585,0.806532693,0.404516709,0.56632822,0.096857928,0.103311845,0.635461523,0.442929579,0.884707167,0.682482513,0.349581034,0.31711946,0.279571019,0.891663766,0.022984771,0.172338245,0.225215011,0.4709339,0.928706307,0.374316437,0.274331792,0.744328684,0.860900725,0.531354464,0.088511357,0.613078252,0.727914727,0.216753966,0.192448358,0.182789795,0.697003493,0.746514834,0.266924399,0.390820957,0.667611173,0.791482441,0.169072601,0.261727233,0.301890697,0.755755018,0.139813328,0.731909143,0.329025644,0.253938855,0.356965037,0.336878047,0.700983794,0.66363965,0.594051266,0.343829275,0.19560695,0.642257175,0.689088536,0.597738175,0.411997566,0.497955615,0.581484234,0.436811482,0.242246486,0.32043019,0.312458089,0.537839829,0.655167737,0.55788051,0.601888305,0.380155921,0.631522853,0.494207465,0.573586016,0.487602043,0.586819808,0.457614047,0.511730038,0.466342116
13,0.817578464,0.833340765,0.678897553,0.339555196,0.36604362,0.250375628,0.073902284,0.478392103,0.162873933,0.748986795,0.953428085,0.870865585,0.719378042,0.527769527,0.256509275,0.5669499,0.436010141,0.398855979,0.875556526,0.481332988,0.10305262,0.6855793,0.897262945,0.212021281,0.741352782,0.123992472,0.311870269,0.619827967,0.613649807,0.359329716,0.933540084,0.333324046,0.515906665,0.965863934,0.885791377,0.821273,0.813663074,0.70726053,0.472835026,0.86446767,0.033171716,0.989297573,0.926708227,0.941270721,0.977568866,0.914691165,0.996491379,0.667812904,0.045425404,0.697197484,0.992068963,0.939137002,0.317627966,0.683373973,0.88103487,0.845362245,0.579154796,0.804191626,0.620568777,0.866080027,0.918021584,0.750137135,0.964918958,0.905207826,0.496885791,0.456158512,0.947161517,0.788281092,0.414068449,0.920830924,0.62993386,0.903554948,0.850192384,0.429161811,0.982411736,0.555587649,0.793853941,0.265198815,0.150919653,0.970179165,0.171320587,0.50302692,0.606680343,0.76045933,0.05343714,0.958233624,0.83608121,0.890343084,0.598340877,0.347728979,0.737910206,0.670535565,0.796527469,0.765180709,0.570514533,0.828692301,0.758109882,0.842084045,0.700970778,0.635057879,0.773766735,0.139710102,0.732342381,0.116134979,0.859605674,0.111508205,0.720530995,0.183266426,0.809032205,0.779076524,0.064092044,0.591787911,0.543837766,0.782609513,0.725848222,0.108713358,0.630185444,0.350962816,0.656419783,0.513682631,0.443156573,0.169881635,0.394702519,0.374036512,0.454293831,0.196158,0.03655136,0.5368193,0.691321933,0.6617316,0.018786551,0.085435076,0.642506529,0.04330603,0.380564458,0.588938588,0.648439991,0.713138267,0.653138475,0.240943943,0.207974394,0.076820879,0.602944294,0.581454991,0.329619829,0.058528365,0.551368762,0.520834134,0.308467949,0.546496863,0.233661693,0.561372363,0.401803698,0.409356637,0.004642596,0.148305588,0.46726942,0.09699813,0.464260159,0.532534789,0.093745279,0.297463366,0.217125871,0.007048365,0.069238228,0.236327648,0.28184012,0.026930132,0.508866438,0.193451977,0.448014973,0.127296881,0.15634972,0.024006647,0.012256878,0.375417335,0.32104253,0.422716312,0.226124217,0.494404847,0.385773479,0.486450473,0.08022622,0.144309723,0.272711314,0.202120694,0.278880344,0.130027516,0.304477486,0.43117422,0.360050848,0.264512833,0.179302654,0.189490568,0.222232266,0.417820756,0.29199512,0.246229849,0.288479559,0.341093923
14,0.228258982,0.466788479,0.547870073,0.65991279,0.370268687,0.800020936,0.438470548,0.751702731,0.520211768,0.92943287,0.785025431,0.453770269,0.192648353,0.71016744,0.259826199,0.306563464,0.135641129,0.07118049,0.882493777,0.859120318,0.644102799,0.722410665,0.182877118,0.204155174,0.703034057,0.606203568,0.964580351,0.075313389,0.124553178,0.313120089,0.298907089,0.990054966,0.03347846,0.853345481,0.41903301,0.836526738,0.582106461,0.924512819,0.503346337,0.083104013,0.304204296,0.538958748,0.818845648,0.213656725,0.763927672,0.21917683,0.047781412,0.238324095,0.145592277,0.052214352,0.097706543,0.103423223,0.26443961,0.323410471,0.330406926,0.205141322,0.876058946,0.529734169,0.93779592,0.029270544,0.2841865,0.398278146,0.885957033,0.983418848,0.345806373,0.156054383,0.35313647,0.441511938,0.585376249,0.22331336,0.244581038,0.512176913,0.381580448,0.390662095,0.293397393,0.411420735,0.519786271,0.008120631,0.895038332,0.475031226,0.03826581,0.041991739,0.987097252,0.143052023,0.543853984,0.893914823,0.002827561,0.610094691,0.629444665,0.970711287,0.794713368,0.942334998,0.946505851,0.116950501,0.826302102,0.733257964,0.114260013,0.669355706,0.066888248,0.680832692,0.995135013,0.917561518,0.638012562,0.97672646,0.958517812,0.863889606,0.472356994,0.198659938,0.705292793,0.057191314,0.867583895,0.759685915,0.766644656,0.717797176,0.900853568,0.533364808,0.831904756,0.952351899,0.021849468,0.32862528,0.824319376,0.570574007,0.578354671,0.966635931,0.652669148,0.251789056,0.108007088,0.569284884,0.010231746,0.776860887,0.085363993,0.873494946,0.060819162,0.846121175,0.154832956,0.125605167,0.8087835,0.170122524,0.35727588,0.910858555,0.796256211,0.933850175,0.905291056,0.84147613,0.673198511,0.77308085,0.811966415,0.781211176,0.160672615,0.59200611,0.72724476,0.175927554,0.287234597,0.63189768,0.456235128,0.425032849,0.744525587,0.745235041,0.266646822,0.698932538,0.691530214,0.604953448,0.495354166,0.480523832,0.645177838,0.246492251,0.363503715,0.317985454,0.46350266,0.488281798,0.387246383,0.739375804,0.597812206,0.559718675,0.677340337,0.552454419,0.505785525,0.664261873,0.019395495,0.189624277,0.446591827,0.61659605,0.686124508,0.622940585,0.562761067,0.376375115,0.40246811,0.491343715,0.09089531,0.434355478,0.422906679,0.132103502,0.168264016,0.4076359,0.273272038,0.234804806,0.344149307,0.367439979,0.336036562,0.279680847
14,0.402630243,0.128269989,0.937369136,0.753847923,0.820011608,0.14083409,0.598856627,0.046745177,0.249998242,0.692446693,0.508795123,0.163767928,0.315034397,0.187827576,0.408598987,0.310283263,0.87417231,0.812227569,0.556015326,0.625663391,0.472678404,0.948387198,0.724092786,0.22060322,0.89420727,0.730644993,0.88454441,0.348869401,0.097825135,0.643830705,0.475010824,0.934237136,0.194933989,0.501309611,0.054127355,0.759803043,0.230318967,0.075449709,0.029351899,0.288259923,0.122420486,0.545981502,0.943422966,0.384579404,0.867667366,0.138175709,0.034145121,0.072005256,0.036882889,0.104543445,0.156381343,0.229376576,0.208481934,0.178967906,0.256418999,0.002969421,0.991383171,0.094780847,0.952500756,0.250292025,0.010857155,0.281166689,0.898408042,0.482343177,0.018483735,0.262520622,0.08589775,0.113713345,0.05843647,0.68051233,0.30544455,0.987747204,0.146958971,0.373874574,0.365878667,0.212615386,0.298874258,0.324779993,0.797834144,0.219628272,0.623842412,0.386817266,0.792868336,0.32835183,0.182129415,0.294629117,0.543654834,0.173649842,0.27911627,0.268576671,0.068886802,0.744168973,0.335565728,0.82553744,0.855842807,0.006689538,0.392788332,0.043553233,0.518268288,0.242540836,0.580810322,0.021669944,0.108351253,0.083077384,0.153180652,0.063391596,0.358301999,0.446691333,0.115956485,0.453323898,0.132827563,0.166610466,0.235759781,0.300487012,0.196749231,0.39500048,0.200222452,0.411569697,0.697745103,0.427026507,0.272235365,0.459403402,0.340928421,0.648633918,0.351873022,0.536730527,0.74540097,0.611375202,0.848851012,0.808400304,0.67052891,0.714593179,0.997187753,0.362874068,0.658126791,0.461551241,0.689124953,0.777689426,0.493936843,0.601252946,0.615683282,0.531685035,0.465146836,0.436312884,0.967359155,0.434337171,0.553849953,0.331244379,0.522966898,0.525332781,0.375685694,0.592494917,0.703839658,0.419460564,0.420533303,0.486533285,0.563148013,0.738929902,0.766226135,0.4417634,0.514759633,0.97531574,0.499410139,0.56587808,0.57344403,0.60945338,0.786675258,0.587562917,0.889568805,0.726101309,0.577588352,0.663130735,0.679487094,0.921131267,0.639886231,0.762363023,0.667055273,0.707358976,0.917086861,0.840089481,0.632253051,0.879369936,0.770077449,0.80287218,0.833791202,0.652110529,0.719058844,0.817012635,0.905044672,0.78100774,0.962030702,0.9726803,0.914294192,0.853512187,0.839272693,0.956317718,0.983774102,0.925522624,0.862662317,0.903894264
15,0.555969442,0.930233215,0.225610116,0.719931593,0.295603188,0.486146821,0.24966728,0.943002223,0.776060113,0.153087484,0.168330003,0.649982424,0.596015409,0.404304517,0.023249887,0.828772285,0.435261994,0.794631715,0.10717669,0.840731196,0.037840923,0.71336922,0.912416996,0.63449177,0.823370461,0.044874463,0.378240463,0.948824655,0.470384982,0.17847005,0.283368325,0.08923219,0.428766431,0.265623754,0.991805361,0.771667334,0.36522007,0.080587471,0.287626709,0.363736762,0.371328706,0.148252875,0.584036345,0.495441735,0.950610117,0.863164585,0.674869576,0.763271318,0.164982156,0.698457949,0.901388824,0.962947222,0.073373404,0.004925271,0.051857146,0.049012269,0.224625809,0.638435098,0.302392278,0.839721826,0.006754818,0.615547226,0.013735935,0.104746217,0.119109297,0.113286727,0.44663393,0.237203873,0.025683404,0.098106186,0.186477169,0.23146253,0.203063467,0.0604838,0.876843529,0.250702469,0.016156751,0.157077596,0.463571547,0.318194123,0.807259011,0.277925769,0.031429683,0.465473494,0.398864292,0.091309925,0.592281594,0.120294796,0.07912835,0.705789883,0.548558467,0.505132266,0.743363793,0.059127479,0.19074047,0.068884477,0.125143796,0.331807055,0.174029326,0.133258478,0.389693094,0.180017428,0.198875164,0.341074767,0.24186652,0.338655168,0.26167751,0.325569967,0.25946996,0.306405,0.292399162,0.311675846,0.356542118,0.205581371,0.216492673,0.137721002,0.347498328,0.421218029,0.407890938,0.143300825,0.789191253,0.440246567,0.21089603,0.476692614,0.412845184,0.650233524,0.675657144,0.541341606,0.494868524,0.271647473,0.521428362,0.510740044,0.354560604,0.973213129,0.41910328,0.455428095,0.394646061,0.569703289,0.322420953,0.502155423,0.795462417,0.526019708,0.432441906,0.532730185,0.978155144,0.560948911,0.928086858,0.576019004,0.380471788,0.453916246,0.480979293,0.603073459,0.955040095,0.61451848,0.665348004,0.553947288,0.968764096,0.643748694,0.621029364,0.606591881,0.538672551,0.857399028,0.683493514,0.769673634,0.519546659,0.738077174,0.586294582,0.572122655,0.887043428,0.628692129,0.804336397,0.872260899,0.660680399,0.899653213,0.657452073,0.730018071,0.830669366,0.723773463,0.813344623,0.745107764,0.687671092,0.704166545,0.891207232,0.690476605,0.726293148,0.783081958,0.984252607,0.88176483,0.847124622,0.935141552,0.757377319,0.752692659,0.816940208,0.853631894,0.905216874,0.999581022,0.917124217,0.86828406,0.921991807,0.986493307
15,0.467942489,0.286894205,0.534260867,0.940814039,0.839230803,0.704756704,0.69229964,0.593135539,0.150145232,0.050192614,0.198399543,0.92256432,0.245596101,0.744346558,0.404745368,0.831480926,0.407004154,0.53706886,0.46284272,0.761383953,0.102199575,0.794255001,0.260484295,0.994553926,0.334827648,0.552544815,0.505055336,0.916349804,0.367529342,0.015219482,0.215843942,0.754440251,0.687861847,0.615799828,0.865298617,0.63861997,0.107203297,0.822522954,0.064325896,0.748138489,0.572061856,0.523669486,0.891569168,0.076157807,0.807936128,0.863546683,0.036744468,0.976989886,0.426459955,0.955617682,0.771951574,0.738094324,0.641710795,0.645500916,0.022362366,0.70883993,0.074376972,0.265017713,0.799767041,0.999166895,0.236980966,0.009767571,0.316555616,0.972735793,0.586051773,0.698617525,0.841554048,0.486018472,0.945938418,0.068858701,0.576849516,0.167626663,0.657238545,0.430556594,0.936773587,0.55537632,0.819407782,0.112671745,0.965712415,0.525333519,0.92612283,0.717414164,0.160415719,0.443585391,0.448861617,0.13549357,0.755051904,0.204499826,0.250452169,0.12475267,0.564351374,0.207354567,0.897750058,0.87918515,0.727175156,0.361292256,0.889057264,0.673286051,0.96332802,0.765403454,0.631892905,0.810480766,0.883307463,0.044468502,0.980315234,0.855917338,0.41722611,0.455970728,0.852658909,0.127999463,0.910429849,0.988486888,0.932605648,0.370549391,0.233699536,0.35427863,0.183649852,0.907014965,0.789743641,0.28286111,0.783564489,0.513230552,0.301676301,0.777101436,0.027741038,0.668542901,0.871887582,0.952337588,0.901961316,0.342805628,0.720377079,0.495601926,0.39382411,0.229002148,0.171785613,0.623814974,0.256590511,0.452220505,0.293508952,0.001411312,0.710139065,0.6299421,0.099193385,0.847360148,0.094447515,0.047029872,0.031496964,0.678986413,0.3289626,0.308833941,0.141868462,0.825030346,0.662086119,0.518572029,0.800208452,0.11942044,0.155186341,0.414528768,0.134325274,0.614828107,0.271302849,0.013668626,0.730941702,0.212095912,0.336309851,0.055846023,0.194289635,0.380495832,0.653653683,0.347714945,0.085778626,0.080223577,0.56623566,0.147678229,0.186747111,0.683293951,0.178496439,0.609760764,0.60004561,0.540035027,0.311536439,0.244587595,0.220243523,0.502199192,0.437913765,0.48095372,0.599793156,0.581553241,0.279087579,0.547287458,0.295477026,0.358227699,0.375756941,0.493515287,0.321347987,0.470410445,0.478220649,0.423133185,0.389808906,0.397868254
16,0.847322451,0.642728441,0.492170853,0.100126709,0.046692191,0.52099867,0.183117644,0.175219677,0.958483319,0.365094448,0.345934357,0.714209895,0.531537759,0.455669024,0.273542523,0.620778311,0.571045335,0.892987358,0.321680943,0.07278426,0.259023095,0.214627207,0.238054435,0.723859563,0.980378874,0.061387962,0.836122586,0.815049863,0.830462908,0.338786298,0.120983223,0.954645281,0.927488897,0.782171541,0.960911308,0.441983804,0.756485543,0.688563837,0.567119112,0.600489815,0.919168225,0.467747893,0.785624174,0.002790343,0.882485042,0.030498991,0.625291982,0.876945779,0.691068515,0.500015321,0.698082288,0.874684043,0.762182663,0.80334834,0.885633047,0.361523027,0.422160475,0.821683389,0.545611607,0.498689849,0.942629415,0.408885854,0.966494373,0.318745179,0.564827393,0.077895882,0.283500183,0.948340873,0.118778106,0.89799132,0.148761599,0.024353809,0.910681951,0.411477542,0.661984382,0.172885086,0.772658859,0.216056095,0.558497215,0.743601385,0.342071726,0.700652984,0.481639715,0.090343039,0.476037811,0.575982274,0.829201116,0.013354225,0.087516266,0.631329219,0.584043308,0.082323022,0.043305162,0.187871051,0.241857883,0.296088463,0.305479836,0.392717432,0.970377535,0.904636314,0.069034017,0.648871939,0.193129772,0.861578417,0.137354737,0.985080377,0.767907753,0.590013096,0.197112419,0.254473634,0.05276807,0.131603163,0.26306906,0.65781056,0.105107873,0.51970179,0.289939056,0.206255268,0.906288562,0.029286786,0.016776785,0.814566711,0.542748682,0.508241024,0.152803593,0.200137962,0.326808867,0.129601726,0.266032768,0.142205842,0.163910842,0.453324156,0.110159501,0.333443769,0.437334448,0.719407035,0.05742835,0.009970484,0.463204126,0.03529822,0.610107983,0.23477608,0.098432865,0.156838087,0.99003057,0.794740644,0.388702611,0.397247131,0.353347154,0.169324724,0.778532336,0.227884925,0.7960329,0.276020807,0.745502843,0.470241728,0.978444973,0.997800799,0.650596507,0.527138137,0.220826202,0.840634576,0.855533824,0.355847034,0.854191739,0.403409365,0.245968395,0.9202638,0.681486763,0.425822151,0.291575264,0.937330404,0.599174861,0.302201177,0.753330973,0.381236486,0.312294525,0.732608484,0.417004779,0.679446336,0.673932097,0.373562857,0.930333161,0.866122529,0.707305594,0.806885411,0.378607913,0.536903763,0.430446517,0.725909507,0.635074022,0.587263586,0.737524469,0.66823654,0.486195777,0.446119518,0.513133147,0.616789788,0.554574302,0.608666692
16,0.322964402,0.817124152,0.881697385,0.403228813,0.603275655,0.035509515,0.940366323,0.250325789,0.87532019,0.680677906,0.77397421,0.17644456,0.350727189,0.277076572,0.09784073,0.863966837,0.932285604,0.778497931,0.957417055,0.662160446,0.544860456,0.448341477,0.180792333,0.983520972,0.364381388,0.462568398,0.481524557,0.083019463,0.69218115,0.356698486,0.502070908,0.830781797,0.971279022,0.159940056,0.916834072,0.537401208,0.801091737,0.673991402,0.589315972,0.987551326,0.231376157,0.999291381,0.978495059,0.722512882,0.38836804,0.033289533,0.929719589,0.913721363,0.847517259,0.94793469,0.935440806,0.839778379,0.908393895,0.850960552,0.717859174,0.923695208,0.896247689,0.784255303,0.892945702,0.844651315,0.412037636,0.828080377,0.763790916,0.871547354,0.821710724,0.953812268,0.992736859,0.696767059,0.886192837,0.651699235,0.962649504,0.868326293,0.580068016,0.757110609,0.79188973,0.20557024,0.73343166,0.967485661,0.750879103,0.635093175,0.72613166,0.7387062,0.74622766,0.078003384,0.677524171,0.534323713,0.608667713,0.795964402,0.810392167,0.708765164,0.656144563,0.145981296,0.217815868,0.901410515,0.855250417,0.517940794,0.787112529,0.640714058,0.492908617,0.478397366,0.713169767,0.627193363,0.80988269,0.527783569,0.768147737,0.312496484,0.574361779,0.338960899,0.548801152,0.744572064,0.319807875,0.704777893,0.458377943,0.559217121,0.248474614,0.620336917,0.66696093,0.687085022,0.30701714,0.64910191,0.579162098,0.429951182,0.439943372,0.552077301,0.143627818,0.617757861,0.004654691,0.631583582,0.594055301,0.434226582,0.074587913,0.596383489,0.564865568,0.610146259,0.006339106,0.511405798,0.520909762,0.472319932,0.466251483,0.406213464,0.417056103,0.060892174,0.371886113,0.299962557,0.041089024,0.506283891,0.56706378,0.496367036,0.443550861,0.369346146,0.013059155,0.398321455,0.348290261,0.340837576,0.454497097,0.380506741,0.241811631,0.170376278,0.485821239,0.293091016,0.260107379,0.287711608,0.122566446,0.303729669,0.018951233,0.391128456,0.133624189,0.024993084,0.423612681,0.328153587,0.271971168,0.090402823,0.268750171,0.200687379,0.110958569,0.04550352,0.105052236,0.379916657,0.257090011,0.334959404,0.136537086,0.198940995,0.164271729,0.193219652,0.059895661,0.22774499,0.127040532,0.224538295,0.101318913,0.281563043,0.066711055,0.027337964,0.214357051,0.239064501,0.052361539,0.165446322,0.154380356,0.187563035,0.086252517,0.116153317
